1



                                 *********************************************

                                    NUMERICAL ELECTROMAGNETICS CODE (NEC-2D)

                                 *********************************************




                                     - - - - COMMENTS - - - -


                          LPDA - Designed from equations (tau=0.915, sigma=0.169)                    
                          F=600MHz, BW=40% (480–720 MHz)                                           
                           Half-lengths (Ln/2)                                                       
                           Spacing dn = 2*sigma*l(n-1)                                               
                           Positions (small → large direction)                                     
                           Dipoles (centered)                                                        
                           Feed at smallest element                                                  
                           Transmission line (alternating phase → IMPORTANT)                       
                           Frequency                                                                 
                           Radiation pattern                                                         
                                                                                                     




                                 - - - STRUCTURE SPECIFICATION - - -

                                     COORDINATES MUST BE INPUT IN
                                     METERS OR BE SCALED TO METERS
                                     BEFORE STRUCTURE INPUT IS ENDED


  WIRE                                                                               NO. OF    FIRST  LAST     TAG
  NO.        X1         Y1         Z1          X2         Y2         Z2      RADIUS   SEG.     SEG.   SEG.     NO.
      -0.8000    -0.9600     0.0000     4.2133E-17    66.97    3.7093E-17    67.06    3.4357E-01  -147.73
      -0.7500    -0.9600     0.0000     4.0229E-17   102.44    3.5135E-17    99.99    3.4616E-01  -117.89
      -0.7000    -0.9600     0.0000     5.2031E-17   131.29    4.4509E-17   134.64    3.4604E-01   -88.82
      -0.6500    -0.9600     0.0000     4.8202E-17   160.68    4.5141E-17   163.71    3.4241E-01   -60.60
      -0.6000    -0.9600     0.0000     5.2798E-17  -166.79    5.2666E-17  -165.32    3.3433E-01   -33.30
      -0.5500    -0.9600     0.0000     5.4367E-17  -138.27    5.6215E-17  -135.40    3.2078E-01    -7.04
      -0.5000    -0.9600     0.0000     5.4407E-17  -108.89    6.3114E-17  -109.38    3.0068E-01    18.04
      -0.4500    -0.9600     0.0000     5.8518E-17   -79.60    6.5167E-17   -78.90    2.7297E-01    41.71
      -0.4000    -0.9600     0.0000     5.8872E-17   -57.60    7.6323E-17   -53.53    2.3683E-01    63.61
      -0.3500    -0.9600     0.0000     5.3477E-17   -31.44    8.1800E-17   -30.21    1.9190E-01    82.93
      -0.3000    -0.9600     0.0000     5.4791E-17    -5.16    8.8653E-17    -4.54    1.3907E-01    97.56
      -0.2500    -0.9600     0.0000     5.2907E-17    20.27    9.8470E-17    20.43    8.3604E-02    99.21
      -0.2000    -0.9600     0.0000     4.9073E-17    37.69    1.0018E-16    34.60    5.7738E-02    59.27
      -0.1500    -0.9600     0.0000     4.5428E-17    62.32    1.0728E-16    56.49    1.0554E-01    30.70
      -0.1000    -0.9600     0.0000     4.5116E-17    79.27    1.0397E-16    69.84    1.7621E-01    33.10
      -0.0500    -0.9600     0.0000     4.1659E-17    95.79    1.0559E-16    84.10    2.4555E-01    42.23
       0.0000    -0.9600     0.0000     3.4159E-17   122.18    1.0118E-16   103.52    3.0359E-01    52.52
       0.0500    -0.9600     0.0000     3.3123E-17   148.18    9.5732E-17   118.61    3.4200E-01    62.37
       0.1000    -0.9600     0.0000     3.1104E-17   167.74    9.4089E-17   135.83    3.5344E-01    71.06
       0.1500    -0.9600     0.0000     3.3845E-17  -168.20    8.2865E-17   148.67    3.3249E-01    78.09
       0.2000    -0.9600     0.0000     3.1761E-17  -163.94    7.1033E-17   157.24    2.7690E-01    82.69
       0.2500    -0.9600     0.0000     3.4275E-17  -155.43    4.8480E-17  -174.37    1.8925E-01    82.66
       0.3000    -0.9600     0.0000     3.0160E-17  -148.08    4.7968E-17  -157.42    8.3201E-02    63.18
       0.3500    -0.9600     0.0000     2.7086E-17  -149.04    5.3899E-17  -131.15    8.8090E-02   -37.75
       0.4000    -0.9600     0.0000     2.2017E-17  -164.82    8.1525E-17  -117.79    2.1438E-01   -59.46
       0.4500    -0.9600     0.0000     1.7193E-17   178.34    8.4640E-17  -112.57    3.3683E-01   -65.20
       0.5000    -0.9600     0.0000     1.5544E-17   129.32    9.9911E-17  -110.01    4.3355E-01   -69.19
       0.5500    -0.9600     0.0000     1.9964E-17    92.35    9.9292E-17  -121.91    4.9165E-01   -73.43
       0.6000    -0.9600     0.0000     2.7805E-17    62.28    1.1568E-16  -137.75    5.0347E-01   -78.40
       0.6500    -0.9600     0.0000     3.6192E-17    43.48    1.0155E-16  -146.76    4.6697E-01   -84.08
       0.7000    -0.9600     0.0000     4.4070E-17    22.20    1.0117E-16  -157.08    3.8563E-01   -89.96
       0.7500    -0.9600     0.0000     5.0608E-17     5.46    8.7767E-17  -175.99    2.6829E-01   -94.12
       0.8000    -0.9600     0.0000     5.9196E-17   -15.84    8.7286E-17   160.63    1.3357E-01   -85.67
       0.8500    -0.9600     0.0000     6.1947E-17   -35.10    8.4490E-17   133.95    9.9511E-02    -8.79
       0.9000    -0.9600     0.0000     6.5448E-17   -62.55    7.6106E-17   108.19    2.4360E-01    11.70
       0.9500    -0.9600     0.0000     6.7242E-17   -83.75    8.8225E-17    70.64    4.0479E-01     4.12
       1.0000    -0.9600     0.0000     6.5748E-17  -111.33    7.7784E-17    42.54    5.5741E-01    -9.45
       1.0500    -0.9600     0.0000     6.9506E-17  -137.10    8.1781E-17    20.08    6.9407E-01   -25.85
       1.1000    -0.9600     0.0000     7.5291E-17  -169.87    9.3108E-17    -3.48    8.1129E-01   -44.18
       1.1500    -0.9600     0.0000     7.8231E-17   161.72    9.6888E-17   -33.48    9.0792E-01   -64.07
       1.2000    -0.9600     0.0000     7.8072E-17   134.50    9.7218E-17   -56.90    9.8439E-01   -85.32
       1.2500    -0.9600     0.0000     8.7968E-17   111.43    9.9195E-17   -85.78    1.0422E+00  -107.80
       1.3000    -0.9600     0.0000     8.2783E-17    79.61    9.0517E-17  -107.35    1.0835E+00  -131.42
       1.3500    -0.9600     0.0000     9.0782E-17    51.16    1.0009E-16  -135.36    1.1106E+00  -156.10
       1.4000    -0.9600     0.0000     8.6216E-17    20.20    9.3799E-17  -168.11    1.1259E+00   178.24
       1.4500    -0.9600     0.0000     8.9004E-17    -8.82    8.9970E-17   169.90    1.1317E+00   151.64
       1.5000    -0.9600     0.0000     8.6752E-17   -39.56    8.6060E-17   134.20    1.1301E+00   124.17
       1.5500    -0.9600     0.0000     8.6401E-17   -71.64    7.9649E-17   104.59    1.1227E+00    95.87
       1.6000    -0.9600     0.0000     8.0295E-17  -104.08    7.2628E-17    72.53    1.1110E+00    66.79
       1.6500    -0.9600     0.0000     8.4631E-17  -135.22    7.3956E-17    43.05    1.0962E+00    36.98
       1.7000    -0.9600     0.0000     7.9485E-17  -163.26    6.7744E-17    14.83    1.0793E+00     6.47
       1.7500    -0.9600     0.0000     7.8825E-17   159.67    6.3090E-17   -24.06    1.0609E+00   -24.69
       1.8000    -0.9600     0.0000     7.4534E-17   123.54    6.0326E-17   -53.06    1.0417E+00   -56.48
       1.8500    -0.9600     0.0000     7.5876E-17    93.86    5.4461E-17   -84.58    1.0221E+00   -88.85
       1.9000    -0.9600     0.0000     6.7115E-17    58.68    5.0444E-17  -122.40    1.0023E+00  -121.78
       1.9500    -0.9600     0.0000     6.7790E-17    20.64    4.5664E-17  -161.07    9.8272E-01  -155.22
       2.0000    -0.9600     0.0000     6.6552E-17   -10.77    4.4004E-17   170.04    9.6336E-01   170.84
       2.0500    -0.9600     0.0000     5.7606E-17   -46.43    3.9523E-17   132.94    9.4439E-01   136.43
       2.1000    -0.9600     0.0000     5.6219E-17   -88.13    3.7794E-17    97.20    9.2587E-01   101.60
       2.1500    -0.9600     0.0000     5.6033E-17  -123.42    3.4125E-17    60.16    9.0785E-01    66.34
       2.2000    -0.9600     0.0000     5.5501E-17  -157.81    3.4279E-17    25.42    8.9034E-01    30.71
       2.2500    -0.9600     0.0000     5.2117E-17   161.72    2.9882E-17   -14.37    8.7335E-01    -5.30
       2.3000    -0.9600     0.0000     4.9401E-17   129.27    2.8903E-17   -49.62    8.5689E-01   -41.64
       2.3500    -0.9600     0.0000     4.5975E-17    92.52    2.6711E-17   -86.89    8.4095E-01   -78.31
       2.4000    -0.9600     0.0000     4.4197E-17    52.08    2.3666E-17  -123.06    8.2550E-01  -115.28
       2.4500    -0.9600     0.0000     4.1457E-17    16.13    2.2191E-17  -165.14    8.1055E-01  -152.54
       2.5000    -0.9600     0.0000     4.3787E-17   -24.75    2.1560E-17   157.52    7.9606E-01   169.93
       2.5500    -0.9600     0.0000     3.9484E-17   -62.74    1.9523E-17   118.99    7.8201E-01   132.15
       2.6000    -0.9600     0.0000     3.7346E-17  -101.64    1.8243E-17    80.56    7.6841E-01    94.13
       2.6500    -0.9600     0.0000     3.4345E-17  -138.80    1.6598E-17    40.68    7.5521E-01    55.89
       2.7000    -0.9600     0.0000     3.6744E-17  -179.58    1.6676E-17     2.05    7.4241E-01    17.43
       2.7500    -0.9600     0.0000     3.4939E-17   140.50    1.6072E-17   -36.52    7.2999E-01   -21.22
       2.8000    -0.9600     0.0000     3.2497E-17   103.63    1.4784E-17   -74.20    7.1794E-01   -60.07
       2.8500    -0.9600     0.0000     3.0997E-17    64.09    1.3095E-17  -116.14    7.0623E-01   -99.09
       2.9000    -0.9600     0.0000     2.9833E-17    24.79    1.3311E-17  -151.35    6.9486E-01  -138.28
       2.9500    -0.9600     0.0000     2.8592E-17   -13.96    1.2487E-17   168.58    6.8381E-01  -177.63
       3.0000    -0.9600     0.0000     2.8643E-17   -57.03    1.1189E-17   129.31    6.7306E-01   142.87
       3.0500    -0.9600     0.0000     2.6861E-17   -98.87    1.1041E-17    91.82    6.6261E-01   103.23
       3.1000    -0.9600     0.0000     2.5923E-17  -137.22    1.0421E-17    47.64    6.5245E-01    63.45
       3.1500    -0.9600     0.0000     2.5741E-17  -171.17    9.7552E-18     9.57    6.4256E-01    23.55
       3.2000    -0.9600     0.0000     2.4297E-17   144.36    8.8495E-18   -32.93    6.3293E-01   -16.48
       3.2500    -0.9600     0.0000     2.3285E-17   103.83    8.3966E-18   -75.66    6.2356E-01   -56.62
       3.3000    -0.9600     0.0000     2.2773E-17    62.14    8.5348E-18  -116.71    6.1443E-01   -96.87
       3.3500    -0.9600     0.0000     2.3328E-17    20.94    8.0993E-18  -157.34    6.0553E-01  -137.22
       3.4000    -0.9600     0.0000     2.0619E-17   -18.41    7.2935E-18   161.05    5.9687E-01  -177.67
       3.4500    -0.9600     0.0000     2.0380E-17   -57.97    6.9272E-18   125.10    5.8842E-01   141.78
       3.5000    -0.9600     0.0000     1.9816E-17  -100.46    6.7545E-18    81.83    5.8018E-01   101.14
       3.5500    -0.9600     0.0000     1.9171E-17  -137.39    6.8297E-18    43.28    5.7215E-01    60.42
       3.6000    -0.9600     0.0000     1.8770E-17   175.10    6.0407E-18     0.21    5.6431E-01    19.62
       3.6500    -0.9600     0.0000     1.6154E-17   137.85    5.7598E-18   -45.15    5.5667E-01   -21.26
       3.7000    -0.9600     0.0000     1.6308E-17    93.16    5.3496E-18   -80.75    5.4921E-01   -62.21
       3.7500    -0.9600     0.0000     1.6610E-17    51.68    5.4326E-18  -128.67    5.4192E-01  -103.24
       3.8000    -0.9600     0.0000     1.6609E-17    17.36    5.1622E-18  -164.10    5.3481E-01  -144.33
       3.8500    -0.9600     0.0000     1.5596E-17   -27.88    4.9282E-18   155.85    5.2787E-01   174.52
       3.9000    -0.9600     0.0000     1.5457E-17   -70.17    4.4852E-18   109.99    5.2109E-01   133.30
       3.9500    -0.9600     0.0000     1.3966E-17  -113.23    4.3273E-18    74.23    5.1446E-01    92.02
       4.0000    -0.9600     0.0000     1.3735E-17  -153.98    4.1190E-18    30.87    5.0799E-01    50.69
      -1.0000    -0.9200     0.0000     4.0228E-17   -53.26    2.5341E-17   -51.89    3.2142E-01   108.38
      -0.9500    -0.9200     0.0000     4.0078E-17   -17.71    2.6345E-17   -15.85    3.3012E-01   141.21
      -0.9000    -0.9200     0.0000     4.0289E-17    20.29    2.8131E-17    19.86    3.3840E-01   173.47
      -0.8500    -0.9200     0.0000     4.6359E-17    56.31    3.3355E-17    54.24    3.4592E-01  -154.87
      -0.8000    -0.9200     0.0000     5.0229E-17    88.58    3.7282E-17    88.18    3.5228E-01  -123.86
      -0.7500    -0.9200     0.0000     4.7163E-17   121.86    4.0185E-17   124.55    3.5693E-01   -93.55
      -0.7000    -0.9200     0.0000     5.1892E-17   153.58    4.3334E-17   156.33    3.5923E-01   -64.00
      -0.6500    -0.9200     0.0000     4.6420E-17  -173.56    4.6398E-17  -170.76    3.5835E-01   -35.28
      -0.6000    -0.9200     0.0000     5.5664E-17  -145.35    5.2599E-17  -138.29    3.5335E-01    -7.47
      -0.5500    -0.9200     0.0000     5.6290E-17  -112.27    5.6847E-17  -111.66    3.4310E-01    19.33
      -0.5000    -0.9200     0.0000     5.5590E-17   -83.05    6.8536E-17   -77.61    3.2640E-01    44.99
      -0.4500    -0.9200     0.0000     6.5017E-17   -55.26    7.3923E-17   -49.21    3.0200E-01    69.32
      -0.4000    -0.9200     0.0000     6.1507E-17   -28.58    7.7006E-17   -29.08    2.6875E-01    92.05
      -0.3500    -0.9200     0.0000     6.1384E-17    -2.60    8.2462E-17     1.09    2.2586E-01   112.59
      -0.3000    -0.9200     0.0000     6.4843E-17    23.82    9.7122E-17    24.73    1.7341E-01   129.63
      -0.2500    -0.9200     0.0000     6.0631E-17    48.54    1.0817E-16    45.65    1.1402E-01   138.78
      -0.2000    -0.9200     0.0000     6.7935E-17    72.31    1.1380E-16    70.55    6.3696E-02   119.84
      -0.1500    -0.9200     0.0000     5.5222E-17    93.37    1.0894E-16    85.53    8.4634E-02    72.48
      -0.1000    -0.9200     0.0000     5.1517E-17   113.69    1.2724E-16   103.44    1.5605E-01    66.43
      -0.0500    -0.9200     0.0000     4.6786E-17   136.75    1.0989E-16   113.04    2.3241E-01    73.60
       0.0000    -0.9200     0.0000     3.3308E-17   151.43    1.1085E-16   133.65    2.9958E-01    83.31
       0.0500    -0.9200     0.0000     4.1420E-17   175.43    1.0398E-16   141.10    3.4760E-01    92.97
       0.1000    -0.9200     0.0000     3.9695E-17  -151.04    8.8215E-17   160.60    3.6766E-01   101.61
       0.1500    -0.9200     0.0000     3.9536E-17  -136.50    8.2094E-17   175.16    3.5289E-01   108.63
       0.2000    -0.9200     0.0000     3.8522E-17  -133.42    6.6708E-17  -168.76    2.9993E-01   113.24
       0.2500    -0.9200     0.0000     4.0474E-17  -120.33    6.7354E-17  -136.92    2.1082E-01   113.35
       0.3000    -0.9200     0.0000     3.8281E-17  -124.67    7.1140E-17  -123.38    9.9217E-02    96.26
       0.3500    -0.9200     0.0000     3.1794E-17  -123.15    7.9631E-17  -100.43    8.8396E-02    -0.65
       0.4000    -0.9200     0.0000     2.3461E-17  -127.08    8.5078E-17   -76.61    2.2016E-01   -26.97
       0.4500    -0.9200     0.0000     2.1126E-17  -153.92    9.3814E-17   -80.11    3.5059E-01   -33.56
       0.5000    -0.9200     0.0000     1.8707E-17   162.32    1.0302E-16   -89.79    4.5256E-01   -37.91
       0.5500    -0.9200     0.0000     1.9579E-17   123.15    1.3455E-16   -86.70    5.1126E-01   -42.40
       0.6000    -0.9200     0.0000     3.2968E-17    95.94    1.1686E-16  -100.80    5.1824E-01   -47.58
       0.6500    -0.9200     0.0000     4.0666E-17    74.01    1.1367E-16  -109.48    4.7175E-01   -53.44
       0.7000    -0.9200     0.0000     4.8921E-17    53.07    1.1160E-16  -124.97    3.7648E-01   -59.40
       0.7500    -0.9200     0.0000     5.9374E-17    33.22    9.7752E-17  -145.92    2.4333E-01   -62.88
       0.8000    -0.9200     0.0000     6.2893E-17    14.30    9.9921E-17  -166.80    9.8992E-02   -43.94
       0.8500    -0.9200     0.0000     6.7265E-17    -9.31    8.2064E-17   166.19    1.3560E-01    42.72
       0.9000    -0.9200     0.0000     7.2730E-17   -33.95    8.9394E-17   133.79    3.0608E-01    47.33
       0.9500    -0.9200     0.0000     7.3205E-17   -57.86    8.8786E-17   100.47    4.7806E-01    36.68
       1.0000    -0.9200     0.0000     7.4309E-17   -84.42    9.2393E-17    75.44    6.3629E-01    21.83
       1.0500    -0.9200     0.0000     7.4848E-17  -112.43    9.5026E-17    49.31    7.7470E-01     4.62
       1.1000    -0.9200     0.0000     8.2054E-17  -140.50    1.1039E-16    24.95    8.9064E-01   -14.33
       1.1500    -0.9200     0.0000     8.8355E-17  -167.18    9.9188E-17    -8.73    9.8374E-01   -34.77
       1.2000    -0.9200     0.0000     9.1412E-17   164.24    1.0295E-16   -30.51    1.0552E+00   -56.54
       1.2500    -0.9200     0.0000     8.6810E-17   131.16    1.0489E-16   -59.25    1.1072E+00   -79.52
       1.3000    -0.9200     0.0000     8.9602E-17   106.52    1.0786E-16   -79.39    1.1423E+00  -103.63
       1.3500    -0.9200     0.0000     9.5862E-17    76.11    1.0357E-16  -110.54    1.1634E+00  -128.79
       1.4000    -0.9200     0.0000     9.3266E-17    43.84    1.0142E-16  -140.81    1.1731E+00  -154.95
       1.4500    -0.9200     0.0000     9.2450E-17    13.39    9.3508E-17  -170.17    1.1739E+00   177.96
       1.5000    -0.9200     0.0000     9.1161E-17   -15.47    9.0820E-17   159.85    1.1678E+00   149.99
       1.5500    -0.9200     0.0000     9.1327E-17   -46.73    8.6479E-17   130.29    1.1565E+00   121.20
       1.6000    -0.9200     0.0000     8.9772E-17   -80.94    7.9419E-17    95.58    1.1416E+00    91.62
       1.6500    -0.9200     0.0000     8.5074E-17  -113.56    7.2320E-17    68.49    1.1241E+00    61.30
       1.7000    -0.9200     0.0000     8.0305E-17  -145.36    6.9845E-17    33.22    1.1049E+00    30.29
       1.7500    -0.9200     0.0000     7.7184E-17   179.93    6.0832E-17     1.01    1.0847E+00    -1.38
       1.8000    -0.9200     0.0000     7.5246E-17   149.78    6.0516E-17   -32.99    1.0639E+00   -33.66
       1.8500    -0.9200     0.0000     7.1726E-17   110.73    5.3383E-17   -67.43    1.0430E+00   -66.53
       1.9000    -0.9200     0.0000     7.1049E-17    77.71    5.1952E-17  -102.25    1.0222E+00   -99.95
       1.9500    -0.9200     0.0000     7.0353E-17    45.26    4.8137E-17  -134.17    1.0016E+00  -133.88
       2.0000    -0.9200     0.0000     6.6513E-17     8.61    4.2365E-17  -171.08    9.8140E-01  -168.29
       2.0500    -0.9200     0.0000     6.2240E-17   -30.00    4.2213E-17   149.49    9.6170E-01   156.84
       2.1000    -0.9200     0.0000     6.1031E-17   -64.36    3.8263E-17   116.99    9.4252E-01   121.54
       2.1500    -0.9200     0.0000     5.6898E-17  -103.05    3.4035E-17    74.61    9.2389E-01    85.84
       2.2000    -0.9200     0.0000     5.6692E-17  -139.86    3.3882E-17    43.90    9.0581E-01    49.77
       2.2500    -0.9200     0.0000     5.4286E-17  -174.66    2.9971E-17     5.58    8.8829E-01    13.34
       2.3000    -0.9200     0.0000     4.9566E-17   145.38    2.7334E-17   -31.76    8.7132E-01   -23.42
       2.3500    -0.9200     0.0000     4.9089E-17   105.41    2.8005E-17   -72.13    8.5489E-01   -60.49
       2.4000    -0.9200     0.0000     4.7187E-17    67.48    2.4165E-17  -110.23    8.3897E-01   -97.86
       2.4500    -0.9200     0.0000     4.3028E-17    29.16    2.2466E-17  -146.80    8.2355E-01  -135.49
       2.5000    -0.9200     0.0000     4.3037E-17   -11.49    2.0428E-17   174.46    8.0861E-01  -173.39
       2.5500    -0.9200     0.0000     4.3615E-17   -49.27    2.0660E-17   139.40    7.9414E-01   148.48
       2.6000    -0.9200     0.0000     3.7925E-17   -88.41    1.7925E-17    91.50    7.8010E-01   110.12
       2.6500    -0.9200     0.0000     3.7865E-17  -126.93    1.6533E-17    59.31    7.6650E-01    71.54
       2.7000    -0.9200     0.0000     3.6001E-17  -164.08    1.6256E-17    18.73    7.5330E-01    32.76
       2.7500    -0.9200     0.0000     3.3330E-17   157.64    1.4943E-17   -18.40    7.4049E-01    -6.20
       2.8000    -0.9200     0.0000     3.3587E-17   114.72    1.4530E-17   -60.21    7.2806E-01   -45.35
       2.8500    -0.9200     0.0000     3.3315E-17    78.58    1.3984E-17  -101.01    7.1599E-01   -84.66
       2.9000    -0.9200     0.0000     3.1340E-17    38.00    1.3019E-17  -143.08    7.0427E-01  -124.13
       2.9500    -0.9200     0.0000     2.9135E-17    -2.24    1.1672E-17  -178.06    6.9288E-01  -163.75
       3.0000    -0.9200     0.0000     2.7918E-17   -41.20    1.1289E-17   139.58    6.8180E-01   156.49
       3.0500    -0.9200     0.0000     2.5646E-17   -80.77    1.0538E-17    98.35    6.7104E-01   116.59
       3.1000    -0.9200     0.0000     2.5542E-17  -125.52    9.9131E-18    57.25    6.6057E-01    76.57
       3.1500    -0.9200     0.0000     2.5596E-17  -162.87    1.0066E-17    20.01    6.5038E-01    36.42
       3.2000    -0.9200     0.0000     2.4512E-17   155.25    8.6284E-18   -21.60    6.4047E-01    -3.83
       3.2500    -0.9200     0.0000     2.5080E-17   114.88    8.9790E-18   -62.42    6.3082E-01   -44.20
       3.3000    -0.9200     0.0000     2.2337E-17    78.04    8.4429E-18  -100.74    6.2143E-01   -84.66
       3.3500    -0.9200     0.0000     2.3467E-17    31.46    7.4869E-18  -144.23    6.1228E-01  -125.23
       3.4000    -0.9200     0.0000     2.0870E-17    -5.98    7.1979E-18   172.60    6.0337E-01  -165.88
       3.4500    -0.9200     0.0000     1.9711E-17   -45.71    6.9615E-18   135.22    5.9469E-01   153.37
       3.5000    -0.9200     0.0000     1.9517E-17   -87.94    6.6589E-18    97.42    5.8623E-01   112.55
       3.5500    -0.9200     0.0000     1.9270E-17  -131.31    6.1378E-18    51.80    5.7798E-01    71.64
       3.6000    -0.9200     0.0000     1.9359E-17  -171.96    6.0507E-18    12.01    5.6994E-01    30.66
       3.6500    -0.9200     0.0000     1.8441E-17   148.62    5.4271E-18   -26.56    5.6210E-01   -10.39
       3.7000    -0.9200     0.0000     1.7708E-17   103.02    5.5892E-18   -74.42    5.5445E-01   -51.52
       3.7500    -0.9200     0.0000     1.6730E-17    65.01    5.0459E-18  -110.87    5.4698E-01   -92.70
       3.8000    -0.9200     0.0000     1.5571E-17    24.41    4.8430E-18  -156.26    5.3970E-01  -133.96
       3.8500    -0.9200     0.0000     1.5507E-17   -19.61    4.5077E-18   162.87    5.3259E-01  -175.27
       3.9000    -0.9200     0.0000     1.5745E-17   -59.03    4.2937E-18   123.64    5.2564E-01   143.37
       3.9500    -0.9200     0.0000     1.5062E-17  -102.41    4.3040E-18    79.26    5.1886E-01   101.94
       4.0000    -0.9200     0.0000     1.4523E-17  -144.07    4.2988E-18    38.31    5.1224E-01    60.47
      -1.0000    -0.8800     0.0000     4.3901E-17   -41.02    2.7204E-17   -40.99    3.2450E-01   130.10
      -0.9500    -0.8800     0.0000     3.9248E-17     2.83    2.6670E-17    -0.32    3.3400E-01   163.37
      -0.9000    -0.8800     0.0000     4.2647E-17    34.16    2.8394E-17    37.03    3.4330E-01  -163.91
      -0.8500    -0.8800     0.0000     4.6202E-17    66.43    3.1892E-17    73.45    3.5211E-01  -131.79
      -0.8000    -0.8800     0.0000     5.2934E-17   109.02    3.5495E-17   112.53    3.6006E-01  -100.31
      -0.7500    -0.8800     0.0000     5.0508E-17   137.45    3.6216E-17   143.83    3.6667E-01   -69.53
      -0.7000    -0.8800     0.0000     5.3490E-17   174.35    4.2805E-17   177.12    3.7129E-01   -39.49
      -0.6500    -0.8800     0.0000     5.5705E-17  -150.04    4.6271E-17  -149.45    3.7315E-01   -10.28
      -0.6000    -0.8800     0.0000     5.2955E-17  -120.75    4.9993E-17  -115.56    3.7126E-01    18.04
      -0.5500    -0.8800     0.0000     6.2682E-17   -89.31    5.1633E-17   -83.05    3.6448E-01    45.37
      -0.5000    -0.8800     0.0000     5.9320E-17   -55.31    6.0844E-17   -49.74    3.5149E-01    71.60
      -0.4500    -0.8800     0.0000     6.1278E-17   -27.76    6.9377E-17   -25.79    3.3084E-01    96.56
      -0.4000    -0.8800     0.0000     6.9147E-17    -2.62    8.3542E-17     1.31    3.0111E-01   120.01
      -0.3500    -0.8800     0.0000     6.9321E-17    27.00    8.9197E-17    26.20    2.6107E-01   141.55
      -0.3000    -0.8800     0.0000     7.0976E-17    52.82    9.2470E-17    54.06    2.1016E-01   160.29
      -0.2500    -0.8800     0.0000     7.2786E-17    75.92    1.0918E-16    75.97    1.4944E-01   173.70
      -0.2000    -0.8800     0.0000     6.9613E-17   100.04    1.1155E-16    97.81    8.6525E-02   171.30
      -0.1500    -0.8800     0.0000     5.9376E-17   119.18    1.2116E-16   113.98    6.8773E-02   123.76
      -0.1000    -0.8800     0.0000     5.3300E-17   142.90    1.2008E-16   132.89    1.3320E-01   101.65
      -0.0500    -0.8800     0.0000     5.2089E-17   160.44    1.3336E-16   148.83    2.1575E-01   105.37
       0.0000    -0.8800     0.0000     4.5125E-17  -170.07    1.0931E-16   164.22    2.9250E-01   114.12
       0.0500    -0.8800     0.0000     4.2532E-17  -143.41    1.1247E-16   172.89    3.5118E-01   123.47
       0.1000    -0.8800     0.0000     4.4330E-17  -128.20    1.0949E-16  -165.14    3.8120E-01   132.00
       0.1500    -0.8800     0.0000     4.2211E-17  -111.15    9.2106E-17  -156.68    3.7397E-01   138.97
       0.2000    -0.8800     0.0000     4.2458E-17   -94.80    6.4000E-17  -140.70    3.2468E-01   143.59
       0.2500    -0.8800     0.0000     4.2811E-17   -90.07    6.7419E-17  -112.03    2.3461E-01   143.82
       0.3000    -0.8800     0.0000     3.9366E-17   -91.06    7.3859E-17   -89.32    1.1737E-01   128.69
       0.3500    -0.8800     0.0000     3.3629E-17   -84.44    8.7597E-17   -66.57    8.9677E-02    37.00
       0.4000    -0.8800     0.0000     3.2617E-17  -105.68    9.6734E-17   -56.25    2.2630E-01     5.39
       0.4500    -0.8800     0.0000     2.4866E-17  -128.50    1.0691E-16   -47.62    3.6543E-01    -2.17
       0.5000    -0.8800     0.0000     2.0946E-17  -165.81    1.2904E-16   -57.83    4.7305E-01    -6.91
       0.5500    -0.8800     0.0000     2.6330E-17   159.79    1.2954E-16   -60.37    5.3204E-01   -11.66
       0.6000    -0.8800     0.0000     3.7617E-17   122.58    1.3623E-16   -68.74    5.3311E-01   -17.07
       0.6500    -0.8800     0.0000     4.7586E-17   101.39    1.1649E-16   -82.01    4.7494E-01   -23.14
       0.7000    -0.8800     0.0000     5.6959E-17    83.93    1.1955E-16   -95.69    3.6375E-01   -29.19
       0.7500    -0.8800     0.0000     6.6808E-17    63.24    1.0884E-16  -117.14    2.1291E-01   -31.71
       0.8000    -0.8800     0.0000     7.3136E-17    41.13    9.3974E-17  -142.46    6.8113E-02    12.33
       0.8500    -0.8800     0.0000     7.6561E-17    17.77    9.1084E-17  -175.89    1.8845E-01    85.52
       0.9000    -0.8800     0.0000     7.6663E-17    -3.12    9.1164E-17   159.67    3.7769E-01    81.28
       0.9500    -0.8800     0.0000     8.0707E-17   -29.90    1.0164E-16   127.70    5.5905E-01    68.54
       1.0000    -0.8800     0.0000     8.0496E-17   -60.23    1.1112E-16    98.02    7.2165E-01    52.66
       1.0500    -0.8800     0.0000     8.8989E-17   -89.57    1.1318E-16    72.73    8.6049E-01    34.76
       1.1000    -0.8800     0.0000     9.0507E-17  -115.17    1.1822E-16    50.59    9.7382E-01    15.22
       1.1500    -0.8800     0.0000     9.2169E-17  -146.44    1.0915E-16    18.27    1.0622E+00    -5.74
       1.2000    -0.8800     0.0000     9.6094E-17  -171.89    1.1290E-16    -2.51    1.1276E+00   -28.01
       1.2500    -0.8800     0.0000     9.9516E-17   157.65    1.1941E-16   -35.52    1.1730E+00   -51.49
       1.3000    -0.8800     0.0000     9.9363E-17   124.01    1.0485E-16   -67.64    1.2015E+00   -76.10
       1.3500    -0.8800     0.0000     1.0339E-16    98.90    1.0427E-16   -84.93    1.2164E+00  -101.76
       1.4000    -0.8800     0.0000     1.0620E-16    67.25    1.0392E-16  -118.41    1.2204E+00  -128.42
